,Sample.id,lat,lon,ai_et0,bio20,bio21,bio22,bio23,bio24,bio25,bio26,bio27,contrast,correlation,cv,dem,dissimilarity,eastness,entropy,evaporation,evenness,EVImax,EVImean,Gppmax,Gppmean,homogeneity,maximum,ref,ref_2,ref_3,ref_4,ref_5,ref_6,ref_7,NDVImax,NDVImean,northness,Nppmax,Nppmean,ocs,range,shannon,simpson,std,uniformity,variance,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,bdod2_1,bdod2_2,cec2_1,cec2_2,cfvo2_1,cfvo2_2,clay2_1,clay2_2,nitrogen2_1,nitrogen2_2,ocd2_1,ocd2_2,phh2o2_1,phh2o2_2,sand2_1,sand2_2,silt2_1,silt2_2,soc2_1,soc2_2,shannon_species,shannon_genus,shannon_family,ece,esp,biome,X.y,JGI.id,Type,Lat,Lon,Size.bp.,Continent,Biome,Data.Contributor,Library.Instrument,Library.Strategy,Library.Source,Library.Selection,Library.Layout,Library.Construction.protocol,JGI.Library.Instrument
1089,SRR6056298,37.4973,-122.1295,NA,0.7096527,1.9426367,0.020358067,-0.06350148,-1.2676641,1.8596324,1.4393841,-0.054262493,NA,NA,NA,-0.302901,NA,0.4574322,NA,NA,NA,-1.7242601,NA,NA,NA,NA,NA,-1.0304955,-1.630549,-0.98836094,-0.986152,-2.1682582,-1.2636955,-0.84255296,-0.18973042,NA,-0.27493247,NA,NA,0.10746867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.611589,-4.0755267,-0.9081456,-0.9195267,-1.1759181,-1.2847487,0.20692565,0.38796434,-0.43704408,-0.27659148,-0.78597045,-0.9683449,-1.720433,-1.6980581,-2.8299358,-2.8303947,-0.42337814,-0.5690788,-0.6274172,-0.5474556,3.275314275,2.858455763,2.721470294,NA,NA,Wetland,1107,3300026132,Public,37.4973,-122.1295,40013392,North America,Wetland,Susannah Tringe,Illumina HiSeq 2500,WGS,METAGENOMIC,RANDOM,NA,Regular (DNA),Illumina HiSeq 2500-1TB
1090,SRR6058998,39.7181,-123.6527,0.5345223,0.20775281,0.80144536,-0.15375225,-0.0688603,-1.626493,1.3066685,0.6438545,-0.24235614,0.15919581,-0.44876865,-0.15871347,0.78086126,0.60503876,0.6806094,0.65287375,-0.024078751,0.4045921,0.61803234,1.673684,2.0737987,1.9932117,-0.77382255,-0.5243107,-1.1696459,-0.7885752,-1.0541886,-1.0904324,-0.7859978,-0.7799974,-0.774169,2.5906546,2.3699708,-1.5015745,5.0664363,2.4114559,0.12539488,0.3450095,0.7630518,0.6249597,0.38592342,-0.47639945,0.03660989,0.6472924,1.1210023,1.0572407,-0.977463,0.5826931,0.8361128,-0.75848585,0.2938549,0.98959464,0.4868314,0.7897462,1.6985269,2.037345,-0.3839205,0.27323434,2.2110195,-0.27512482,-0.5789198,3.9757783,0.06341315,-0.13406175,-0.3581504,-0.2904716,1.0789335,1.3355262,0.55383027,0.5301128,1.8107136,-0.25719038,0.2363595,0.43127352,-0.36828604,-0.3975788,-0.7569748,-0.7962101,0.70773023,0.7629821,1.403771,-0.1676389,4.163290286,3.691980633,3.076541645,-0.41705245,-0.815727,Grassland,1108,3300012972,Public,39.7181,-123.6527,72389422,North America,Grassland,Jill Banfield,Illumina HiSeq 2500,WGS,METAGENOMIC,RANDOM,NA,Regular (DNA),Illumina HiSeq 2500-1TB
1091,SRR6059058,39.7181,-123.6527,0.5345223,0.20775281,0.80144536,-0.15375225,-0.0688603,-1.626493,1.3066685,0.6438545,-0.24235614,0.15919581,-0.44876865,-0.15871347,0.78086126,0.60503876,0.6806094,0.65287375,-0.024078751,0.4045921,0.61803234,1.673684,2.0737987,1.9932117,-0.77382255,-0.5243107,-1.1696459,-0.7885752,-1.0541886,-1.0904324,-0.7859978,-0.7799974,-0.774169,2.5906546,2.3699708,-1.5015745,5.0664363,2.4114559,0.12539488,0.3450095,0.7630518,0.6249597,0.38592342,-0.47639945,0.03660989,0.6472924,1.1210023,1.0572407,-0.977463,0.5826931,0.8361128,-0.75848585,0.2938549,0.98959464,0.4868314,0.7897462,1.6985269,2.037345,-0.3839205,0.27323434,2.2110195,-0.27512482,-0.5789198,3.9757783,0.06341315,-0.13406175,-0.3581504,-0.2904716,1.0789335,1.3355262,0.55383027,0.5301128,1.8107136,-0.25719038,0.2363595,0.43127352,-0.36828604,-0.3975788,-0.7569748,-0.7962101,0.70773023,0.7629821,1.403771,-0.1676389,4.269327059,3.857685389,3.251687506,-0.41705245,-0.815727,Grassland,1109,3300012977,Public,39.7181,-123.6527,112912664,North America,Grassland,Jill Banfield,Illumina HiSeq 2500,WGS,METAGENOMIC,RANDOM,NA,Regular (DNA),Illumina HiSeq 2500-1TB
1092,SRR6152564,50.131881,11.881046,0.94304186,-0.65103626,-0.519046,-0.8031079,0.43651962,0.5171205,-0.53560066,-0.28345048,-0.7944697,-0.19093132,0.21379776,-0.13839209,1.3117216,0.047754377,0.3611796,0.63626766,-0.7400177,0.4578309,0.37350097,0.6441337,0.46327,0.3760785,-0.5442976,-0.5907694,-1.0834872,-1.001469,-0.9601322,-1.0146735,-1.1177016,-0.7644269,-0.70712346,2.553128,1.3467274,-3.0130825,2.6303952,0.5905,1.1474692,-0.01433176,0.7737251,0.64569247,-0.005062987,-0.4880761,-0.19183277,0.41413754,-0.87295,-0.23404616,-0.49700505,0.26350468,0.5882893,-0.79864675,0.011112045,0.48271647,0.33262467,0.46037012,0.85094434,0.24552459,2.0334625,-1.3726677,0.2618224,1.9196128,0.758662,1.0408094,-0.53476036,-0.7487255,0.55492586,0.04115955,0.093319334,0.43095258,0.63119346,0.7438977,0.3414986,0.7196994,0.8037108,1.1554558,-1.122077,-1.0474776,-1.2839866,-1.305368,1.3212479,1.2578608,0.55664617,0.39671886,5.023429866,4.390412444,4.063036321,-0.3786062,-0.7537263,Forest,1110,NA,Public,50.131881,11.881046,164172850,Europe,Wetland,NA,Illumina HiSeq 2000,WGS,METAGENOMIC,RANDOM,NA,NA,NA
1093,SRR6181342,9.1086,-79.8436,0.7240404,0.89760983,0.024115298,1.3390269,-1.1699337,0.17149203,0.9470251,0.3078,1.1141512,-0.41706795,-0.2731326,-0.5796652,-0.15767847,-0.5462338,0.42201993,0.24850747,0.38681784,0.15712652,1.6380785,2.404431,2.4401352,2.3419676,0.18276313,-0.21647334,-1.1232951,-0.3714038,-1.0050211,-1.0180962,0.004466293,-0.16349238,-0.518609,2.6799753,1.8044596,-2.6394014,3.7622848,1.4123908,0.3449993,-0.5923304,-0.32639518,-0.011926031,-0.56775403,-0.31380147,-0.41983783,1.2505826,-1.2702991,2.0947275,-1.7622029,0.7813123,1.645123,-2.153018,0.9338443,1.4214845,0.9657642,1.4996383,2.830041,2.4762018,-0.013464696,-0.1970428,2.569033,0.026988747,0.9596137,3.7951303,-0.12489958,-0.6267057,-0.5512445,-0.21054319,0.24625163,0.23038538,1.7110602,1.6456047,-0.039060194,0.94164425,-0.14414467,0.31965864,-0.6978836,-0.70904607,-1.0005623,-0.99383044,0.185268,0.18673098,-0.33423403,-0.08778194,6.362620213,5.704972995,4.807080832,-0.34382024,-0.44241,Forest,1112,3300012971,Public,9.1086,-79.8436,361167742,North America,Forest,Susannah Tringe,Illumina HiSeq 2500,WGS,METAGENOMIC,RANDOM,NA,Regular (DNA),Illumina HiSeq 2500-1TB
1094,SRR6181350,9.1086,-79.8436,0.7240404,0.89760983,0.024115298,1.3390269,-1.1699337,0.17149203,0.9470251,0.3078,1.1141512,-0.41706795,-0.2731326,-0.5796652,-0.15767847,-0.5462338,0.42201993,0.24850747,0.38681784,0.15712652,1.6380785,2.404431,2.4401352,2.3419676,0.18276313,-0.21647334,-1.1232951,-0.3714038,-1.0050211,-1.0180962,0.004466293,-0.16349238,-0.518609,2.6799753,1.8044596,-2.6394014,3.7622848,1.4123908,0.3449993,-0.5923304,-0.32639518,-0.011926031,-0.56775403,-0.31380147,-0.41983783,1.2505826,-1.2702991,2.0947275,-1.7622029,0.7813123,1.645123,-2.153018,0.9338443,1.4214845,0.9657642,1.4996383,2.830041,2.4762018,-0.013464696,-0.1970428,2.569033,0.026988747,0.9596137,3.7951303,-0.12489958,-0.6267057,-0.5512445,-0.21054319,0.24625163,0.23038538,1.7110602,1.6456047,-0.039060194,0.94164425,-0.14414467,0.31965864,-0.6978836,-0.70904607,-1.0005623,-0.99383044,0.185268,0.18673098,-0.33423403,-0.08778194,4.835864364,4.564805598,4.143041085,-0.34382024,-0.44241,Forest,1113,3300012948,Public,9.1086,-79.8436,238879268,North America,Forest,Susannah Tringe,Illumina HiSeq 2500,WGS,METAGENOMIC,RANDOM,NA,Regular (DNA),Illumina HiSeq 2500-1TB
1095,SRR6184192,39.7181,-123.6527,0.5345223,0.20775281,0.80144536,-0.15375225,-0.0688603,-1.626493,1.3066685,0.6438545,-0.24235614,0.15919581,-0.44876865,-0.15871347,0.78086126,0.60503876,0.6806094,0.65287375,-0.024078751,0.4045921,0.61803234,1.673684,2.0737987,1.9932117,-0.77382255,-0.5243107,-1.1696459,-0.7885752,-1.0541886,-1.0904324,-0.7859978,-0.7799974,-0.774169,2.5906546,2.3699708,-1.5015745,5.0664363,2.4114559,0.12539488,0.3450095,0.7630518,0.6249597,0.38592342,-0.47639945,0.03660989,0.6472924,1.1210023,1.0572407,-0.977463,0.5826931,0.8361128,-0.75848585,0.2938549,0.98959464,0.4868314,0.7897462,1.6985269,2.037345,-0.3839205,0.27323434,2.2110195,-0.27512482,-0.5789198,3.9757783,0.06341315,-0.13406175,-0.3581504,-0.2904716,1.0789335,1.3355262,0.55383027,0.5301128,1.8107136,-0.25719038,0.2363595,0.43127352,-0.36828604,-0.3975788,-0.7569748,-0.7962101,0.70773023,0.7629821,1.403771,-0.1676389,4.155300997,3.7162451,3.191484032,-0.41705245,-0.815727,Grassland,1114,3300012975,Public,39.7181,-123.6527,70305898,North America,Grassland,Jill Banfield,Illumina HiSeq 2500,WGS,METAGENOMIC,RANDOM,NA,Regular (DNA),Illumina HiSeq 2500-1TB
1096,SRR6184671,42.3938,-85.3708,0.08877367,-0.20375724,-0.01314847,-0.48502508,0.067530416,0.5782139,-0.8493973,0.19866787,-0.42946896,2.3047392,-0.1830413,0.3583798,0.31569692,2.544523,0.49311638,0.6953458,-0.31090963,0.5554854,0.9728311,0.8863042,0.20907672,0.15284227,-1.3503541,-0.6613756,-0.8939446,-0.60988337,-0.84647095,-0.8531247,-0.3370114,-0.023464855,-0.24552749,2.3795817,0.8734594,-1.2994213,2.1317437,NA,-0.2041479,2.965048,1.1156542,0.78743756,2.291939,-0.5166807,2.0375686,0.5380923,0.37126455,-0.2563358,0.22885531,0.68193763,0.4210661,0.32081795,0.7281665,0.14215769,0.6594334,0.39620575,0.58902174,0.073953435,0.9075091,-1.1667206,0.15080047,1.0614773,0.6472418,0.27567655,0.7190306,1.3432801,-0.72332954,-1.0686197,-0.5286047,-0.5668354,-0.9456337,-1.0327045,0.9700823,0.25043926,0.16129152,-0.50483286,-0.24418089,-0.19499612,1.1044692,1.1538051,-0.61543584,-0.5860355,-0.09058991,-0.51400995,5.597026698,5.323652827,4.950600509,-0.32897377,-0.87844473,Agricultural Land,1115,3300010401,Public,42.3938,-85.3708,351700764,North America,Agricultural Land,James Tiedje,NA,NA,NA,NA,NA,NA,Illumina HiSeq 2500-1TB
1097,SRR6185295,42.3938,-85.3708,0.08877367,-0.20375724,-0.01314847,-0.48502508,0.067530416,0.5782139,-0.8493973,0.19866787,-0.42946896,2.3047392,-0.1830413,0.3583798,0.31569692,2.544523,0.49311638,0.6953458,-0.31090963,0.5554854,0.9728311,0.8863042,0.20907672,0.15284227,-1.3503541,-0.6613756,-0.8939446,-0.60988337,-0.84647095,-0.8531247,-0.3370114,-0.023464855,-0.24552749,2.3795817,0.8734594,-1.2994213,2.1317437,NA,-0.2041479,2.965048,1.1156542,0.78743756,2.291939,-0.5166807,2.0375686,0.5380923,0.37126455,-0.2563358,0.22885531,0.68193763,0.4210661,0.32081795,0.7281665,0.14215769,0.6594334,0.39620575,0.58902174,0.073953435,0.9075091,-1.1667206,0.15080047,1.0614773,0.6472418,0.27567655,0.7190306,1.3432801,-0.72332954,-1.0686197,-0.5286047,-0.5668354,-0.9456337,-1.0327045,0.9700823,0.25043926,0.16129152,-0.50483286,-0.24418089,-0.19499612,1.1044692,1.1538051,-0.61543584,-0.5860355,-0.09058991,-0.51400995,5.361952856,5.113177737,4.630260382,-0.32897377,-0.87844473,Agricultural Land,1116,3300010400,Public,42.3938,-85.3708,361962540,North America,Agricultural Land,James Tiedje,NA,NA,NA,NA,NA,NA,Illumina HiSeq 2500-1TB
1098,SRR6185312,42.3938,-85.3708,0.08877367,-0.20375724,-0.01314847,-0.48502508,0.067530416,0.5782139,-0.8493973,0.19866787,-0.42946896,2.3047392,-0.1830413,0.3583798,0.31569692,2.544523,0.49311638,0.6953458,-0.31090963,0.5554854,0.9728311,0.8863042,0.20907672,0.15284227,-1.3503541,-0.6613756,-0.8939446,-0.60988337,-0.84647095,-0.8531247,-0.3370114,-0.023464855,-0.24552749,2.3795817,0.8734594,-1.2994213,2.1317437,NA,-0.2041479,2.965048,1.1156542,0.78743756,2.291939,-0.5166807,2.0375686,0.5380923,0.37126455,-0.2563358,0.22885531,0.68193763,0.4210661,0.32081795,0.7281665,0.14215769,0.6594334,0.39620575,0.58902174,0.073953435,0.9075091,-1.1667206,0.15080047,1.0614773,0.6472418,0.27567655,0.7190306,1.3432801,-0.72332954,-1.0686197,-0.5286047,-0.5668354,-0.9456337,-1.0327045,0.9700823,0.25043926,0.16129152,-0.50483286,-0.24418089,-0.19499612,1.1044692,1.1538051,-0.61543584,-0.5860355,-0.09058991,-0.51400995,5.726979551,5.543779748,5.075849233,-0.32897377,-0.87844473,Agricultural Land,1117,3300010371,Public,42.3938,-85.3708,340609438,North America,Agricultural Land,James Tiedje,NA,NA,NA,NA,NA,NA,Illumina HiSeq 2500-1TB
1099,SRR6185369,42.3938,-85.3708,0.08877367,-0.20375724,-0.01314847,-0.48502508,0.067530416,0.5782139,-0.8493973,0.19866787,-0.42946896,2.3047392,-0.1830413,0.3583798,0.31569692,2.544523,0.49311638,0.6953458,-0.31090963,0.5554854,0.9728311,0.8863042,0.20907672,0.15284227,-1.3503541,-0.6613756,-0.8939446,-0.60988337,-0.84647095,-0.8531247,-0.3370114,-0.023464855,-0.24552749,2.3795817,0.8734594,-1.2994213,2.1317437,NA,-0.2041479,2.965048,1.1156542,0.78743756,2.291939,-0.5166807,2.0375686,0.5380923,0.37126455,-0.2563358,0.22885531,0.68193763,0.4210661,0.32081795,0.7281665,0.14215769,0.6594334,0.39620575,0.58902174,0.073953435,0.9075091,-1.1667206,0.15080047,1.0614773,0.6472418,0.27567655,0.7190306,1.3432801,-0.72332954,-1.0686197,-0.5286047,-0.5668354,-0.9456337,-1.0327045,0.9700823,0.25043926,0.16129152,-0.50483286,-0.24418089,-0.19499612,1.1044692,1.1538051,-0.61543584,-0.5860355,-0.09058991,-0.51400995,5.55866189,5.312662709,4.877665543,-0.32897377,-0.87844473,Agricultural Land,1118,3300010397,Public,42.3938,-85.3708,326996488,North America,Agricultural Land,James Tiedje,NA,NA,NA,NA,NA,NA,Illumina HiSeq 2500-1TB
1100,SRR6185436,42.3938,-85.3708,0.08877367,-0.20375724,-0.01314847,-0.48502508,0.067530416,0.5782139,-0.8493973,0.19866787,-0.42946896,2.3047392,-0.1830413,0.3583798,0.31569692,2.544523,0.49311638,0.6953458,-0.31090963,0.5554854,0.9728311,0.8863042,0.20907672,0.15284227,-1.3503541,-0.6613756,-0.8939446,-0.60988337,-0.84647095,-0.8531247,-0.3370114,-0.023464855,-0.24552749,2.3795817,0.8734594,-1.2994213,2.1317437,NA,-0.2041479,2.965048,1.1156542,0.78743756,2.291939,-0.5166807,2.0375686,0.5380923,0.37126455,-0.2563358,0.22885531,0.68193763,0.4210661,0.32081795,0.7281665,0.14215769,0.6594334,0.39620575,0.58902174,0.073953435,0.9075091,-1.1667206,0.15080047,1.0614773,0.6472418,0.27567655,0.7190306,1.3432801,-0.72332954,-1.0686197,-0.5286047,-0.5668354,-0.9456337,-1.0327045,0.9700823,0.25043926,0.16129152,-0.50483286,-0.24418089,-0.19499612,1.1044692,1.1538051,-0.61543584,-0.5860355,-0.09058991,-0.51400995,5.686786415,5.398382226,4.866478118,-0.32897377,-0.87844473,Agricultural Land,1119,3300010403,Public,42.3938,-85.3708,366382764,North America,Agricultural Land,James Tiedje,NA,NA,NA,NA,NA,NA,Illumina HiSeq 2500-1TB
1101,SRR6185437,42.3938,-85.3708,0.08877367,-0.20375724,-0.01314847,-0.48502508,0.067530416,0.5782139,-0.8493973,0.19866787,-0.42946896,2.3047392,-0.1830413,0.3583798,0.31569692,2.544523,0.49311638,0.6953458,-0.31090963,0.5554854,0.9728311,0.8863042,0.20907672,0.15284227,-1.3503541,-0.6613756,-0.8939446,-0.60988337,-0.84647095,-0.8531247,-0.3370114,-0.023464855,-0.24552749,2.3795817,0.8734594,-1.2994213,2.1317437,NA,-0.2041479,2.965048,1.1156542,0.78743756,2.291939,-0.5166807,2.0375686,0.5380923,0.37126455,-0.2563358,0.22885531,0.68193763,0.4210661,0.32081795,0.7281665,0.14215769,0.6594334,0.39620575,0.58902174,0.073953435,0.9075091,-1.1667206,0.15080047,1.0614773,0.6472418,0.27567655,0.7190306,1.3432801,-0.72332954,-1.0686197,-0.5286047,-0.5668354,-0.9456337,-1.0327045,0.9700823,0.25043926,0.16129152,-0.50483286,-0.24418089,-0.19499612,1.1044692,1.1538051,-0.61543584,-0.5860355,-0.09058991,-0.51400995,5.918068822,5.682112717,5.24398185,-0.32897377,-0.87844473,Agricultural Land,1120,3300010396,Public,42.3938,-85.3708,348131658,North America,Agricultural Land,James Tiedje,NA,NA,NA,NA,NA,NA,Illumina HiSeq 2500-1TB
1102,SRR6185503,42.3938,-85.3708,0.08877367,-0.20375724,-0.01314847,-0.48502508,0.067530416,0.5782139,-0.8493973,0.19866787,-0.42946896,2.3047392,-0.1830413,0.3583798,0.31569692,2.544523,0.49311638,0.6953458,-0.31090963,0.5554854,0.9728311,0.8863042,0.20907672,0.15284227,-1.3503541,-0.6613756,-0.8939446,-0.60988337,-0.84647095,-0.8531247,-0.3370114,-0.023464855,-0.24552749,2.3795817,0.8734594,-1.2994213,2.1317437,NA,-0.2041479,2.965048,1.1156542,0.78743756,2.291939,-0.5166807,2.0375686,0.5380923,0.37126455,-0.2563358,0.22885531,0.68193763,0.4210661,0.32081795,0.7281665,0.14215769,0.6594334,0.39620575,0.58902174,0.073953435,0.9075091,-1.1667206,0.15080047,1.0614773,0.6472418,0.27567655,0.7190306,1.3432801,-0.72332954,-1.0686197,-0.5286047,-0.5668354,-0.9456337,-1.0327045,0.9700823,0.25043926,0.16129152,-0.50483286,-0.24418089,-0.19499612,1.1044692,1.1538051,-0.61543584,-0.5860355,-0.09058991,-0.51400995,5.598212035,5.198513897,4.701679279,-0.32897377,-0.87844473,Agricultural Land,1121,3300010399,Public,42.3938,-85.3708,367470922,North America,Agricultural Land,James Tiedje,NA,NA,NA,NA,NA,NA,Illumina HiSeq 2500-1TB
1103,SRR6185512,42.3938,-85.3708,0.08877367,-0.20375724,-0.01314847,-0.48502508,0.067530416,0.5782139,-0.8493973,0.19866787,-0.42946896,2.3047392,-0.1830413,0.3583798,0.31569692,2.544523,0.49311638,0.6953458,-0.31090963,0.5554854,0.9728311,0.8863042,0.20907672,0.15284227,-1.3503541,-0.6613756,-0.8939446,-0.60988337,-0.84647095,-0.8531247,-0.3370114,-0.023464855,-0.24552749,2.3795817,0.8734594,-1.2994213,2.1317437,NA,-0.2041479,2.965048,1.1156542,0.78743756,2.291939,-0.5166807,2.0375686,0.5380923,0.37126455,-0.2563358,0.22885531,0.68193763,0.4210661,0.32081795,0.7281665,0.14215769,0.6594334,0.39620575,0.58902174,0.073953435,0.9075091,-1.1667206,0.15080047,1.0614773,0.6472418,0.27567655,0.7190306,1.3432801,-0.72332954,-1.0686197,-0.5286047,-0.5668354,-0.9456337,-1.0327045,0.9700823,0.25043926,0.16129152,-0.50483286,-0.24418089,-0.19499612,1.1044692,1.1538051,-0.61543584,-0.5860355,-0.09058991,-0.51400995,5.980564055,5.738120547,5.314757734,-0.32897377,-0.87844473,Agricultural Land,1122,3300010373,Public,42.3938,-85.3708,348550976,North America,Agricultural Land,James Tiedje,NA,NA,NA,NA,NA,NA,Illumina HiSeq 2500-1TB
1104,SRR6186713,43.3,-89.38,0.03442931,-0.14312728,0.0446778,-0.35779586,-0.010854089,0.7909316,-0.9010111,0.24877019,-0.33505157,0.0529715,-0.07616651,-0.23146936,0.35994965,0.4738784,-1.5670667,0.71586156,-0.33025932,0.4647763,1.4647143,0.8095804,0.13802679,-0.040704682,-0.76409376,-0.5453453,-0.5337812,-0.19272329,-0.56221646,-0.53187406,0.10852357,0.33550948,0.10569994,2.3880439,0.4480378,-2.7641401,2.014064,0.15571785,0.41815844,0.7628952,0.90736717,0.6877818,0.49631777,-0.5056149,-0.006970939,0.47868946,0.54933506,-0.3320635,0.45609072,0.6510718,0.24615447,0.6441687,0.7458174,-0.053369,0.63377523,0.27847537,0.49350765,0.13272643,0.5385292,-0.8178882,0.25971746,0.5160081,0.8427473,-0.028290002,0.84506637,1.0976506,-0.49565563,-0.43592164,-1.7523944,-1.8113562,0.8712101,0.7842976,1.8151736,0.54639196,-0.008588138,0.06455458,0.08772673,0.054548856,-2.2143972,-2.229498,2.3488603,2.4240053,-0.46509477,-0.48245922,4.213508584,3.989866607,3.381908785,-0.32010156,-0.8496288,Agricultural Land,1123,3300012904,Public,43.3,-89.38,68116286,North America,Agricultural Land,David Duncan,NA,NA,NA,NA,NA,NA,Illumina HiSeq 2500-1TB
1105,SRR6186997,43.3,-89.38,0.03442931,-0.14312728,0.0446778,-0.35779586,-0.010854089,0.7909316,-0.9010111,0.24877019,-0.33505157,0.0529715,-0.07616651,-0.23146936,0.35994965,0.4738784,-1.5670667,0.71586156,-0.33025932,0.4647763,1.4647143,0.8095804,0.13802679,-0.040704682,-0.76409376,-0.5453453,-0.5337812,-0.19272329,-0.56221646,-0.53187406,0.10852357,0.33550948,0.10569994,2.3880439,0.4480378,-2.7641401,2.014064,0.15571785,0.41815844,0.7628952,0.90736717,0.6877818,0.49631777,-0.5056149,-0.006970939,0.47868946,0.54933506,-0.3320635,0.45609072,0.6510718,0.24615447,0.6441687,0.7458174,-0.053369,0.63377523,0.27847537,0.49350765,0.13272643,0.5385292,-0.8178882,0.25971746,0.5160081,0.8427473,-0.028290002,0.84506637,1.0976506,-0.49565563,-0.43592164,-1.7523944,-1.8113562,0.8712101,0.7842976,1.8151736,0.54639196,-0.008588138,0.06455458,0.08772673,0.054548856,-2.2143972,-2.229498,2.3488603,2.4240053,-0.46509477,-0.48245922,3.855016732,3.734416228,3.226461873,-0.32010156,-0.8496288,Agricultural Land,1124,3300012907,Public,43.3,-89.38,70845688,North America,Agricultural Land,David Duncan,NA,NA,NA,NA,NA,NA,Illumina HiSeq 2500-1TB
1106,SRR6187048,43.3,-89.38,0.03442931,-0.14312728,0.0446778,-0.35779586,-0.010854089,0.7909316,-0.9010111,0.24877019,-0.33505157,0.0529715,-0.07616651,-0.23146936,0.35994965,0.4738784,-1.5670667,0.71586156,-0.33025932,0.4647763,1.4647143,0.8095804,0.13802679,-0.040704682,-0.76409376,-0.5453453,-0.5337812,-0.19272329,-0.56221646,-0.53187406,0.10852357,0.33550948,0.10569994,2.3880439,0.4480378,-2.7641401,2.014064,0.15571785,0.41815844,0.7628952,0.90736717,0.6877818,0.49631777,-0.5056149,-0.006970939,0.47868946,0.54933506,-0.3320635,0.45609072,0.6510718,0.24615447,0.6441687,0.7458174,-0.053369,0.63377523,0.27847537,0.49350765,0.13272643,0.5385292,-0.8178882,0.25971746,0.5160081,0.8427473,-0.028290002,0.84506637,1.0976506,-0.49565563,-0.43592164,-1.7523944,-1.8113562,0.8712101,0.7842976,1.8151736,0.54639196,-0.008588138,0.06455458,0.08772673,0.054548856,-2.2143972,-2.229498,2.3488603,2.4240053,-0.46509477,-0.48245922,3.945037738,3.8073924,3.32412396,-0.32010156,-0.8496288,Agricultural Land,1125,3300012893,Public,43.3,-89.38,61236092,North America,Agricultural Land,David Duncan,NA,NA,NA,NA,NA,NA,Illumina HiSeq 2500-1TB
1107,SRR6187200,43.3,-89.38,0.03442931,-0.14312728,0.0446778,-0.35779586,-0.010854089,0.7909316,-0.9010111,0.24877019,-0.33505157,0.0529715,-0.07616651,-0.23146936,0.35994965,0.4738784,-1.5670667,0.71586156,-0.33025932,0.4647763,1.4647143,0.8095804,0.13802679,-0.040704682,-0.76409376,-0.5453453,-0.5337812,-0.19272329,-0.56221646,-0.53187406,0.10852357,0.33550948,0.10569994,2.3880439,0.4480378,-2.7641401,2.014064,0.15571785,0.41815844,0.7628952,0.90736717,0.6877818,0.49631777,-0.5056149,-0.006970939,0.47868946,0.54933506,-0.3320635,0.45609072,0.6510718,0.24615447,0.6441687,0.7458174,-0.053369,0.63377523,0.27847537,0.49350765,0.13272643,0.5385292,-0.8178882,0.25971746,0.5160081,0.8427473,-0.028290002,0.84506637,1.0976506,-0.49565563,-0.43592164,-1.7523944,-1.8113562,0.8712101,0.7842976,1.8151736,0.54639196,-0.008588138,0.06455458,0.08772673,0.054548856,-2.2143972,-2.229498,2.3488603,2.4240053,-0.46509477,-0.48245922,4.271491004,4.135578778,3.629958192,-0.32010156,-0.8496288,Agricultural Land,1126,3300012908,Public,43.3,-89.38,71498330,North America,Agricultural Land,David Duncan,NA,NA,NA,NA,NA,NA,Illumina HiSeq 2500-1TB
1108,SRR6187201,43.3,-89.38,0.03442931,-0.14312728,0.0446778,-0.35779586,-0.010854089,0.7909316,-0.9010111,0.24877019,-0.33505157,0.0529715,-0.07616651,-0.23146936,0.35994965,0.4738784,-1.5670667,0.71586156,-0.33025932,0.4647763,1.4647143,0.8095804,0.13802679,-0.040704682,-0.76409376,-0.5453453,-0.5337812,-0.19272329,-0.56221646,-0.53187406,0.10852357,0.33550948,0.10569994,2.3880439,0.4480378,-2.7641401,2.014064,0.15571785,0.41815844,0.7628952,0.90736717,0.6877818,0.49631777,-0.5056149,-0.006970939,0.47868946,0.54933506,-0.3320635,0.45609072,0.6510718,0.24615447,0.6441687,0.7458174,-0.053369,0.63377523,0.27847537,0.49350765,0.13272643,0.5385292,-0.8178882,0.25971746,0.5160081,0.8427473,-0.028290002,0.84506637,1.0976506,-0.49565563,-0.43592164,-1.7523944,-1.8113562,0.8712101,0.7842976,1.8151736,0.54639196,-0.008588138,0.06455458,0.08772673,0.054548856,-2.2143972,-2.229498,2.3488603,2.4240053,-0.46509477,-0.48245922,4.079783987,3.951382438,3.424702565,-0.32010156,-0.8496288,Agricultural Land,1127,3300012897,Public,43.3,-89.38,51467520,North America,Agricultural Land,David Duncan,NA,NA,NA,NA,NA,NA,Illumina HiSeq 2500-1TB
